"Name","Modified Time","Change Time","Access Time","Created Time","Size","Flags(Dir)","Flags(Meta)","Known","Location","MD5 Hash","SHA-256 Hash","MIME Type","Extension"
"Unalloc_1092461_0_1024458752","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1024458752","Unallocated","Unallocated","unknown","/img_usb-disk.img/Unalloc_1092461_0_1024458752","","","",""
