"Location","Size","Known"
"/img_pavle.img/vol_vol2/home/pavle/.thunderbird/3us7ae86.default-release/ImapMail/imap.gmail.com/[Gmail].sbd/Сва пошта/Racun-BEZ_PDV-roba-34DR2022.pdf","50452","unknown"
